attration_id,country,province,city,lien_detail,per_adult_value,image,titre,nbre_review,address,description,time,score,long_description,price
52,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11455175-New_York_City_at_Night_Bus_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/66/44/60/caption.jpg?w=500&h=400&s=1,53. New York City at Night Bus Tour,185,"{'lat': 40.71304703, 'lng': -74.00723267}",Bus Tours,4 hours,4.5,"Enjoy the rare opportunity to take a combined bus and walking tour of New York City at night. During the ride, see charming…",59.0
53,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d25408134-New_York_City_bus_and_boat_tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/a4/3f/75/caption.jpg?w=500&h=400&s=1,54. New York City bus and boat tour,27,"{'lat': 40.71304703, 'lng': -74.00723267}",Bus Tours,6 hours,5.0,24 passengers per bus. Small Group with a Tour Guide. Starts at 9:30am Bus and Boat Tour in New York City. This is a combined…,197.0
54,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d23577795-MOONLIGHT_RIDE_Central_Park_with_Photo_45_min_Skip_the_line-New_York_City_New_York.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2b/44/7a/0b/caption.jpg?w=500&h=400&s=1,55. MOONLIGHT RIDE Central Park with Photo (45 min) ~ Skip the line,15,"{'lat': 40.71304703, 'lng': -74.00723267}",Horse Carriage Rides,45 minutes,4.5,"Enjoy the iconic sights, beauty & tranquility of New York City's Central Park from the comfort of a Top Hat NY Horse & Carriage…",140.0
55,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17429689-Central_Park_Pedicab_Guided_Tours-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/e5/a9/2c/caption.jpg?w=500&h=400&s=1,56. Central Park Pedicab Guided Tours,1243,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,1–3 hours,5.0,"20 Famous attractions and 4 Big STOPS to capture your memorable moments. The 1 Hour Central Park Pedicab Tour
Central park…",50.0
56,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11459487-Woodbury_Common_Premium_Outlets_Shopping_Tour_from_Manhattan-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/49/29/caption.jpg?w=500&h=400&s=1,57. Woodbury Common Premium Outlets Shopping Tour from Manhattan,185,"{'lat': 40.71304703, 'lng': -74.00723267}",Fashion Tours,5–9 hours,4.5,Shopping in Manhattan can be expensive. This Woodbury Common Premium Outlets shopping tour takes you out of NYC to shop …,42.0
57,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12181676-Go_City_New_York_Explorer_Pass_Choose_2_3_4_5_6_7_or_10_attractions-New_York_City_N.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/0a/c6/e3/caption.jpg?w=500&h=400&s=1,58. Go City: New York Explorer Pass - 90+ attractions including Edge,377,"{'lat': 40.71304703, 'lng': -74.00723267}",Museums,3+ days,4.0,"With the New York Explorer Pass by Go City you get access to your favorite 2, 3, 4, 5, 6, 7 or 10 attractions or tours, …",79.0
58,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12265542-The_Lion_King_On_Broadway_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/60/5f/a6/caption.jpg?w=500&h=400&s=1,59. The Lion King On Broadway Ticket,126,"{'lat': 40.71304703, 'lng': -74.00723267}",Theater Shows,2–3 hours,4.5,Book your tickets for the Tony-winning extravaganza 'The Lion King' on Broadway. A favorite with children and adults alike…,163.0
59,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12643576-Statue_of_Liberty_and_New_York_City_Skyline_Sightseeing_Cruise-New_York_City_New_Yo.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/fd/88/fd/caption.jpg?w=500&h=400&s=1,60. Statue of Liberty and New York City Skyline Sightseeing Cruise,267,"{'lat': 40.71304703, 'lng': -74.00723267}",Full-day Tours,1–2 hours,5.0,See the New York skyline and the Statue of Liberty by water in style on this 1920s-style yacht cruise. Complete with open…,48.0
60,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d26845371-NYC_Central_Park_Horse_Carriage_Rides-New_York_City_New_York.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/d6/05/b7/caption.jpg?w=500&h=400&s=1,61. NYC Central Park Horse Carriage Rides,3,"{'lat': 40.71304703, 'lng': -74.00723267}",Horse Carriage Rides,55 minutes,3.5,Experience the Beauty of Central Park on a Horse Carriage Ride in NYC. You’ll Discover iconic Movie Scenes and historical…,215.0
61,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d20026495-Gangsters_and_Ghosts_Tour_in_NYC-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/61/27/bf/caption.jpg?w=500&h=400&s=1,62. Gangsters and Ghosts Tour in NYC,189,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2 hours,4.5,"One of the best ways to really acquaint yourself with the infamous city of Manhattan is to do it from the streets, through…",35.0
62,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12942421-New_York_City_Lights_and_Skyline_Cruise_on_Yacht-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/34/03/87/caption.jpg?w=500&h=400&s=1,63. New York City Lights and Skyline Cruise on Yacht,33,No Address Found,Private and Luxury,1–2 hours,4.5,Experience the bright New York City skyline with views from the water in New York Harbor on this night time cruise. Step…,72.0
63,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17634135-50_Minutes_Central_Park_Horse_and_Carriage_Tour_Up_to_4_Adults-New_York_City_New_Yo.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5e/e3/2d/caption.jpg?w=500&h=400&s=1,64. 50 Minutes Central Park Horse and Carriage Tour Up to 4 Adults,37,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,50 minutes,5.0,"An old-fashioned carriage tour through Central Park is a unique way to enjoy NYC for first-time visitors, frequent travelers…",200.0
64,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12452635-NYC_Secrets_of_Grand_Central_Walking_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/59/79/52/caption.jpg?w=500&h=400&s=1,65. NYC Secrets of Grand Central Walking Tour,561,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,1–2 hours,5.0,"More than 100 years old, Grand Central Terminal’s majestic Beaux-Arts architecture has made it a New York City icon—but …",39.0
65,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d16822065-Private_New_York_City_Airport_Arrival_Transfer_by_Luxury_Stretch_Limo-New_York_City.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/29/b3/7f/caption.jpg?w=500&h=400&s=1,66. New York City Airport Arrival Transfer by Limo LGA JFK EWR,17,"{'lat': 40.71304703, 'lng': -74.00723267}",Transportation Services,1–2 hours,4.0,"Experience a luxurious arrival into NYC in your private stretch limo with black leather interior, heated seats, on board…",215.0
66,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11448469-Deluxe_Private_New_York_City_VIP_Tour_by_SUV_Best_of_NYC_Select_3_or_5_hours-New_Yo.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/af/e1/db/caption.jpg?w=500&h=400&s=1,67. Deluxe Private New York City VIP Tour by SUV: Best of NYC. Select 3 or 5 hours,21,"{'lat': 40.71304703, 'lng': -74.00723267}",Luxury Car Tours,3 hours,5.0,Swap the hassle of navigating on the New York Subway for a much more luxurious way of exploring the Big Apple—a private …,736.0
67,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11448007-Private_New_York_Tour_with_Native_and_Professional_Photoshoot-New_York_City_New_Yor.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/65/77/f5/caption.jpg?w=500&h=400&s=1,68. Private New York Tour with Native and Professional Photoshoot,218,"{'lat': 40.71304703, 'lng': -74.00723267}",Public Transportation Tours,2 hours,5.0,"Go on a New York City walking tour, customized to fit your interests, with a private photographer. Visit your choice of …",172.0
68,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d24150814-RiseNY_A_Soaring_Journey_Through_New_York-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/24/62/49/15/caption.jpg?w=500&h=400&s=1,69. RiseNY - A Soaring Journey Through New York,175,"{'lat': 40.71304703, 'lng': -74.00723267}",Museums,45–90 minutes,4.0,"RiseNY allows you to experience the best of NYC in 90 minutes or less! Soar over all 5 boroughs, experience all 4 seasons…",36.0
69,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d25316127-Back_to_the_Future_the_Musical_on_Broadway_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/25/05/e2/caption.jpg?w=500&h=400&s=1,70. Back to the Future the Musical on Broadway Ticket,33,"{'lat': 40.71304703, 'lng': -74.00723267}",Theater Shows,2–3 hours,4.5,Welcome to Hill Valley! When Marty McFly finds himself transported back to 1955 in a time machine built by the eccentric…,63.0
70,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12033123-Hell_s_Kitchen_Food_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/2a/75/0b/caption.jpg?w=500&h=400&s=1,71. Hell's Kitchen Food Tour,151,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,2 hours,5.0,This food and small-group walking tour of Hell’s Kitchen is a perfect introduction to the neighborhood and the breadth of…,119.0
71,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450450-Bateaux_New_York_Premier_Dinner_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/4c/ba/caption.jpg?w=500&h=400&s=1,72. Bateaux New York Premier Dinner Cruise,223,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,4.5,Escape the crowds and get a different view of the city lights on a dinner cruise along New York’s Hudson River. The cruise…,175.0
72,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d13286654-Washington_DC_and_Philadelphia_in_One_Day_from_NYC-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/c4/1e/71/caption.jpg?w=500&h=400&s=1,73. Washington DC and Philadelphia in One Day from NYC,758,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,6+ hours,4.5,"Experience a fully guided tour of two of the nation’ capitals: Washington D.C. (current) and Philadelphia, PA (first ever…",150.0
73,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12942422-New_York_City_Sunset_Cruise_on_Yacht_Manhattan-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/7a/c3/71/caption.jpg?w=500&h=400&s=1,74. New York City Sunset Cruise on Yacht Manhattan,87,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,1–2 hours,5.0,Take a sunset cruise on a spacious yacht for sweeping views of New York City. Sail down the Hudson River on the 1920s replica…,86.0
74,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450020-Philadelphia_and_Amish_Country_Day_Trip_from_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/7b/fb/d0/caption.jpg?w=500&h=400&s=1,75. Philadelphia and Amish Country Day Trip from New York City,39,"{'lat': 40.71304703, 'lng': -74.00723267}",Full-day Tours,11–13 hours,4.0,"The trip from NYC to Lancaster, Pennsylvania, can take up to three hours, so if you’re looking to make the long trip, you…",179.0
75,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12265547-Chicago_on_Broadway_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/6f/21/bb/caption.jpg?w=500&h=400&s=1,76. Chicago on Broadway Ticket,122,"{'lat': 40.71304703, 'lng': -74.00723267}",Theater Shows,2–3 hours,4.0,"See Broadway's red-hot musical smash 'Chicago', the recipient of six Tony Awards, two Olivier Awards, a Grammy and thousands…",86.0
76,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11451128-9_11_Memorial_Ground_Zero_Tour_with_Optional_9_11_Museum_Ticket-New_York_City_New_Y.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5d/7b/89/caption.jpg?w=500&h=400&s=1,77. 9/11 Memorial & Ground Zero Tour with Optional 9/11 Museum Ticket,1198,"{'lat': 40.71304703, 'lng': -74.00723267}",Monuments and Memorials,2–4 hours,5.0,"Uncover the tragic history of September 11, 2001 with this guided Ground Zero tour, complete with your guide's narration…",39.0
77,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11461383-Statue_of_Liberty_Tour_Ellis_Island_Guided_Tour_Options-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/fd/44/d2/caption.jpg?w=500&h=400&s=1,78. Statue of Liberty Tour & Ellis Island: Guided Tour Options,592,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,4 hours,5.0,Beat the big crowds at the Statue of Liberty and Ellis Island with this early-access tour. Enjoy special early-morning priority…,41.0
78,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12471904-Skip_the_Line_Metropolitan_Museum_of_Art_Exclusive_Guided_Tour-New_York_City_New_Yo.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/be/a2/73/caption.jpg?w=500&h=400&s=1,79. Skip-the-Line Metropolitan Museum of Art - Exclusive Guided Tour,274,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2–3 hours,5.0,"With more than 2 million artworks in the collections, the Metropolitan Museum of Art can be overwhelming to explore on your…",126.0
79,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12939579-New_York_Catacombs_by_Candlelight-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5b/39/30/caption.jpg?w=500&h=400&s=1,80. New York Catacombs by Candlelight,1517,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,1–2 hours,4.5,"Perfect for history lovers, this tour of the historical Basilica of St. Patrick’s Old Cathedral in Lower Manhattan invites…",37.0
80,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11451131-Statue_of_Liberty_Ticket_9_11_Memorial_and_Wall_Street_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/5f/b4/6b/caption.jpg?w=500&h=400&s=1,"81. Statue of Liberty Ticket, 9/11 Memorial and Wall Street Tour",258,"{'lat': 40.71304703, 'lng': -74.00723267}",Monuments and Memorials,4–5 hours,5.0,"A visit to the Statue of Liberty Monument is a quintessential New York experience, but with ticket numbers limited, it’s…",59.0
81,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d15567168-The_Best_of_the_Metropolitan_Museum_2_Hour_Guided_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/b8/6e/cc/caption.jpg?w=500&h=400&s=1,82. The Best of the Metropolitan Museum 2 Hour Guided Tour,84,"{'lat': 40.71304703, 'lng': -74.00723267}",Art Tours,2 hours,5.0,"Easily one of the best art museum in the world, with works spanning 6 continents and over 6,000 years, the Metropolitan …",56.0
82,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11455322-Highlights_of_the_Metropolitan_Museum_Guided_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/96/d4/e5/caption.jpg?w=500&h=400&s=1,83. Highlights of the Metropolitan Museum Guided Tour,250,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2–3 hours,5.0,"In the grand Metropolitan Museum of Art, it’s easy to get lost, or to spend hours looking for the exhibits you’d like to…",56.0
83,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11447904-New_York_City_Landmarks_Circle_Line_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/74/50/fe/caption.jpg?w=500&h=400&s=1,84. New York City Landmarks Circle Line Cruise,431,"{'lat': 40.71304703, 'lng': -74.00723267}",Audio Guides,1–2 hours,4.5,Journey around New York City by water on this sightseeing cruise that takes you from the Hudson River to the East River …,44.0
84,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d23930610-NYC_One_World_Observatory_Skip_the_line-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/22/57/18/93/caption.jpg?w=500&h=400&s=1,85. NYC One World Observatory: Skip the line,100,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,2 hours,4.0,Your experience begins as you ascend to the top of One World Observatory in a SkyPod Elevator climbing 102 stories in only…,65.0
85,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d25283634-Walking_tour_in_Manhattan_Brooklyn_Bridge_and_Waterfront-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/b1/79/c8/caption.jpg?w=500&h=400&s=1,86. Walking tour in Manhattan Brooklyn Bridge and Waterfront,34,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,150–180 minutes,5.0,"This tour is delivered in English. Enjoy a 3-hour, 3-mile stroll with a 30-year resident of Brooklyn. I'll lead you to the…",15.0
86,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g48883-d11455110-Manhattan_Helicopter_Tour_from_Westchester_Shared-White_Plains_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/57/d9/c3/caption.jpg?w=500&h=400&s=1,87. Manhattan Helicopter Tour from Westchester (Shared),17,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,30–45 minutes,4.5,"Soar above New York City and the picturesque Hudson Valley on a helicopter tour departing from Westchester Airport, just…",330.0
87,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12005477-The_RIDE_AN_INTERACTIVE_ENTERTAINMENT_EXPERIENCE-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/30/1c/caption.jpg?w=500&h=400&s=1,88. The RIDE: AN INTERACTIVE ENTERTAINMENT EXPERIENCE!,739,"{'lat': 40.71304703, 'lng': -74.00723267}",Art Tours,60–75 minutes,4.0,Go on a tour that’s as exciting as New York City itself by prebooking this THE RIDE Interactive Entertainment Experience…,79.0
88,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d25177579-NYC_Chinatown_and_Little_Italy_Food_Tour_With_Secret_Food_Tours-New_York_City_New_Y.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/27/19/2c/a7/caption.jpg?w=500&h=400&s=1,89. NYC Chinatown and Little Italy Food Tour With Secret Food Tours,214,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,5.0,"On our Secret Food Tour: Chinatown and Little Italy, you'll experience New York City’s most “Iconic"" neighborhoods. 

Get…",85.0
89,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11450011-Boston_Freedom_Trail_Day_Trip_from_New_York_City-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/7b/fb/d6/caption.jpg?w=500&h=400&s=1,90. Boston Freedom Trail Day Trip from New York City,22,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,11–13 hours,4.0,Plan a stress-free visit to Boston with this full-day tour that departs from New York City. Going with a guide not only …,179.0
90,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d13454084-New_York_City_Skyline_Tour_by_Night_with_Local_Guide-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1d/6d/b2/91/caption.jpg?w=500&h=400&s=1,91. New York City Skyline Tour by Night with Local Guide,114,"{'lat': 40.71304703, 'lng': -74.00723267}",Bus Tours,4 hours,5.0,"No visit to New York City is complete without marveling at the sparkling skyline, but you can't find the best views unless…",60.0
91,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12549961-The_New_York_PassR_100_Attractions_including_Empire_State_Building-New_York_City_Ne.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/21/bf/f6/8e/caption.jpg?w=500&h=400&s=1,92. The New York Pass®: 100+ Attractions including Empire State Building,444,"{'lat': 40.71304703, 'lng': -74.00723267}",Monuments and Memorials,1–6 days,4.0,"Your New York adventure just got easier, and less expensive, with this all-inclusive pass that gives you access to more …",149.0
92,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d12265541-Disney_s_Aladdin_on_Broadway_Ticket-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1f/72/2b/95/caption.jpg?w=500&h=400&s=1,93. Disney's Aladdin on Broadway Ticket,112,"{'lat': 40.71304703, 'lng': -74.00723267}",Theater Shows,2–3 hours,4.5,"Book your tickets to the new, Tony Award winning Broadway rendition of Disney’s classic animated film ‘Aladdin’! See the…",108.0
93,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d25846326-New_York_City_Freedom_Liberty_Cruise-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2a/38/21/12/caption.jpg?w=500&h=400&s=1,94. New York City Freedom Liberty Cruise,865,"{'lat': 40.71304703, 'lng': -74.00723267}",City Tours,1–2 hours,4.5,"What better way to take in New York City's most iconic landmarks, than sailing along the Hudson River? From the majestic…",44.0
94,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d15135724-Manhattan_Bronx_Queens_Brooklyn_New_York_City_of_Contrasts-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/fd/fc/06/caption.jpg?w=500&h=400&s=1,"95. Manhattan, Bronx, Queens & Brooklyn- New York City of Contrasts",26,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,6 hours,4.5,After getting on board this original experience we will travel to the first stop in the prominent Jazz neighborhood of Harlem…,54.0
95,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d15778049-New_York_Contrasts_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/01/a1/ad/caption.jpg?w=500&h=400&s=1,96. New York Contrasts Tour,125,"{'lat': 40.71304703, 'lng': -74.00723267}",Historical Tours,5 hours,4.5,"If your intention is to get a complete idea of New York, you should not miss the opportunity to know the districts of Brooklyn…",50.0
96,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11469971-Lower_Manhattan_and_Brooklyn_Bridge_Guided_Bike_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/86/45/81/caption.jpg?w=500&h=400&s=1,97. Lower Manhattan and Brooklyn Bridge Guided Bike Tour,50,"{'lat': 40.71304703, 'lng': -74.00723267}",Private and Luxury,2 hours,5.0,Cover the highlights of Lower Manhattan and the Brooklyn Bridge on a small-group bike tour that provides a close look at…,60.0
97,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d17598211-Kearny_NJ_NYC_Skyline_Tour-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/dd/d7/99/caption.jpg?w=500&h=400&s=1,"98. Kearny, NJ: NYC Skyline Tour",15,"{'lat': 40.71304703, 'lng': -74.00723267}",Adventure Tours,17–19 minutes,3.5,,189.0
98,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d24005556-Italian_Dinner_with_Tiramisu_Finale_in_NYC-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/23/1b/a7/f1/caption.jpg?w=500&h=400&s=1,99. Italian Dinner with Tiramisu Finale in NYC,38,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,5.0,"Everyone loves to eat Italian food, but learning how to cook it from scratch is just as much fun! Who better to teach you…",129.0
99,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11454521-Half_Day_Hell_s_Kitchen_Food_Tour_and_Central_Park_Stroll-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/2a/75/15/caption.jpg?w=500&h=400&s=1,100. Half-Day Hell's Kitchen Food Tour and Central Park Stroll,160,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,4 hours,5.0,Wander the flavor-filled streets of Hell’s Kitchen and the tree-lined paths of Central Park in just one afternoon on this…,135.0
100,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d11471816-NYC_The_Story_Of_Lower_East_Side_s_Food_Culture-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/28/75/c5/f6/caption.jpg?w=500&h=400&s=1,101. NYC: The Story Of Lower East Side's Food Culture,620,"{'lat': 40.71304703, 'lng': -74.00723267}",Food & Drink,3 hours,5.0,Take a deep dive into the culinary culture of Manhattan's Lower East Side during this guided food tour with a small group…,79.0
101,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d24962419-City_Climb_The_Ultimate_Skyscraping_Adventure_at_Edge-New_York_City_New_York.html,per adult,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/97/7b/b4/caption.jpg?w=500&h=400&s=1,102. City Climb: The Ultimate Skyscraping Adventure at Edge,33,"{'lat': 40.71304703, 'lng': -74.00723267}",Skyscrapers & Towers,2–3 hours,5.0,"Experience the ultimate adrenaline rush in NYC. City Climb is the world's highest building ascent. As a climber, you'll …",201.0
102,United States,New York (NY),New York City,https://www.tripadvisor.com/AttractionProductReview-g60763-d15778447-Best_TRANSFER_SUV_NYC_up_to_5pax-New_York_City_New_York.html,per group,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/29/89/be/19/caption.jpg?w=500&h=400&s=1,103. Best TRANSFER SUV NYC up to 5pax,122,"{'lat': 40.71304703, 'lng': -74.00723267}",Transportation Services,1–2 hours,5.0,Are you ready for an exceptional transfer experience in the heart of New York City? Look no further! Our services are designed…,200.0
